obj_partner_name,marc,obj_prod_stream,obj_grant_cycle,obj_workflow_state__label,obj_object_identifier,obj_project_identifier,obj_ia_url__url,obj_nid_link,obj_call_number,obj_av_item_parts__ip_call_number,obj_temporary_id,obj_av_item_parts__ip_temporary_id,type,obj_media_type,obj_av_item_parts__ip_media_type,obj_av_item_parts__ip_gauge_and_format,obj_av_item_parts__ip_sides_parts,obj_av_item_parts__ip_price_bundle,obj_prsv_duration_string,obj_administrative_notes,obj_partner_admin_notes,obj_notes_to_vendor,label,obj_alternative_title,obj_series_title,obj_collection_guide__title,obj_collection_guide__url,obj_created_date__date_free,obj_published_date__date_free,obj_significance,obj_description,obj_subject_topic__label,obj_subject_entity__label,obj_genre__label,obj_spatial_coverage__label,obj_temporal_coverage__date_free,obj_language__value,obj_country_of_creation__value,obj_copyright_statement,obj_creator__name_label_distributor_role,obj_creator__name_label_creator_role,obj_creator__name_label_producer_role,obj_creator__name_label_director_role,obj_creator__name_label_interviewee_role,obj_creator__name_label_interviewer_role,obj_creator__name_label_speaker_role,obj_creator__name_label_writer_role,obj_creator__name_label_editor_role,obj_creator__name_label_performer_role,obj_creator__name_label_musician_role,obj_creator__name_label_contributor_role,obj_creator__name_label_cinematographer_role,obj_creator__name_label_narrator_role,obj_creator__name_label_panelist_role,obj_creator__name_label_actor_role,obj_creator__name_label_artist_role,obj_creator__name_label_artistic_director_role,obj_creator__name_label_author_role,obj_creator__name_label_camera_operator_role,obj_creator__name_label_choreographer_role,obj_creator__name_label_commentator_role,obj_creator__name_label_composer_role,obj_creator__name_label_conductor_role,obj_creator__name_label_costume_designer_role,obj_creator__name_label_filmmaker_role,obj_creator__name_label_host_role,obj_creator__name_label_moderator_role,obj_creator__name_label_photographer_role,obj_creator__name_label_recording_engineer_role,obj_creator__name_label_reporter_role,obj_creator__name_label_set_designer_role,obj_creator__name_label_sound_designer_role,obj_creator__name_label_technical_director_role,obj_av_item_parts__ip_generation__label,obj_av_item_parts__ip_additional_technical_notes,obj_av_item_parts__ip_container_item_annotations,obj_condition_list__value,obj_condition_note,obj_av_item_parts__ip_condition_notes,obj_av_item_parts__ip_aspect_ratio,obj_av_item_parts__ip_frame_rate_tid,obj_av_item_parts__ip_running_speed,obj_av_item_parts__ip_colors_tid,obj_av_item_parts__ip_silent_sound_tid,obj_av_item_parts__ip_track_standard_tid,obj_av_item_parts__ip_stock_manufacturer,obj_av_item_parts__ip_base_type,obj_related_materials__entity_reference,obj_related_materials__relation_type,obj_transcript,obj_transcript_url,obj_asset_type__label,obj_copyright_date__date_free,obj_creator__name_label_copyright_holder_role,obj_copyright_holder_info,obj_copyright_notice,obj_qc_state,obj_overall_image_sound_qc__label,obj_notes_from_vendor,obj_notes_to_user,obj_partner_qc_notes,obj_car_qc_notes_for_vendor,obj_car_notes_for_partner,obj_prsv_files_per_object,obj_node_id_from_d7,obj_cdm_number,obj_cdm_url,obj_project_note,obj_pushed_to_car_date,obj_prsv_embedded_descriptive_metadata,obj_prsv_tech_specs,obj_access_tech_specs,obj_xml_from_vendor_validates,obj_partner_websites,obj_partner_rights_statement,obj_partner_address,obj_funder,node_id_no_changes,node_uuid_no_changes,obj_ark_identifier,obj_oclc_number,obj_av_item_parts__ip_special_handling,obj_tcis_id
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474905,SFJZ0619;SFJZ0620,"#1:: SFJZ0619; SFJZ0620
#2:: SFJZ0619; SFJZ0620",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs in this record should be digitized in numerical order (ascending). KS, 08/02/2022",,Hugh Masekela (2004),,2004 San Francisco Jazz Festival (Spring Season),,,2004-06-15,,"This event took place as part of the 2004 San Francisco Jazz Festival's Spring Season series.  This concert features Hugh Masekela as part of the ""Giant of African Jazz"" series. The concert took place at the Herbst Theatre in San Francisco, CA.  This recording is found nowhere else and has never been available to the public.","This event took place as part of the 2004 San Francisco Jazz Festival's Spring Season series.  This concert features Hugh Masekela as part of the ""Giant of African Jazz"" series. The concert took place at the Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Masekela, Hugh, 1939-2018",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Good,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474905,901fffae-9eea-4cc9-96ba-3c2476867ddf,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474906,SFJZ0631;SFJZ0632,"#1:: SFJZ0631; SFJZ0632
#2:: SFJZ0631; SFJZ0632",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05",,,"Kurt Rosenwinkel Group, Jim Hall Trio",,22nd Annual San Francisco Jazz Festival (2004),,,2004-11-04,,"This event took place as part of the 22nd Annual San Francisco Jazz Festival.  It features Jim Hall Trio and Kurt Rosenwinkel Group as part of the ""The Guitar Legend"" series. The concert took place at the Herbst Theatre in San Francisco, CA.  This recording is found nowhere else and has never been available to the public.","This event took place as part of the 22nd Annual San Francisco Jazz Festival.  It features Jim Hall Trio and Kurt Rosenwinkel Group as part of the ""The Guitar Legend"" series. The concert took place at the Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,Jim Hall Trio;Kurt Rosenwinkel Group.,,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Good,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474906,072c9162-675b-49d7-9265-3aae11a9d8d4,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474907,SFJZ0648;SFJZ0887;SFJZ0888,"#1:: SFJZ0648; SFJZ0887; SFJZ0888
#2:: SFJZ0648; SFJZ0887; SFJZ0888
#3:: SFJZ0648; SFJZ0887; SFJZ0888",,,Sound,Sound,"#1:: Sound
#2:: Sound
#3:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)
#3:: Compact Disc-Recordable (CD-R)","#1:: 3 disc
#2:: 3 disc
#3:: 3 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff
#3:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized SFJZ0648 as part 1, then SFJZ0887 and SFJZ0888 as parts 2 & 3.",,Celebrating the Music of Rahsaan Roland Kirk w/ Steve Turre & Talk by John Schott (2005),,2005 San Francisco Jazz Festival (Spring Season),,,2005-05-27,,"This talk and concert took place as part of the 2005 San Francisco Jazz Festival's Spring Season concert series. This recording features a pre-concert talk with Bay Area-based John Schott on the music of Rahsaan Roland Kirk. Parts 2 and 3 feature the evening concert dedicated to the works of Rahsaan Roland Kirk, with Bay-Area-based trombonist Steve Turre and others at Herbst Theatre in San Francisco, CA.  This recording is found nowhere else and has never been available to the public.","This talk and concert took place as part of the 2005 San Francisco Jazz Festival's Spring Season concert series. Part one features a pre-concert talk with Bay Area-based John Schott on the music of Rahsaan Roland Kirk. Parts 2 and 3 feature the evening concert dedicated to the works of Rahsaan Roland Kirk, with Bay-Area-based trombonist Steve Turre and others at Herbst Theatre in San Francisco, CA.  This recording is found nowhere else and has never been available to the public.",,"Kirk, Rahsaan Roland, 1936-1977",Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,"Schott, John",,,,,,,,"Turre, Steve",,,,,,,,"Kirk, Rahsaan Roland, 1936-1977",,,,,,,,,,,,"#1:: Original
#2:: Original
#3:: Original",,,Good,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474907,0cf0bbc5-11f2-41c4-9cde-444ec3956f5d,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474908,SFJZ0683,SFJZ0683,,,Sound,Sound,Sound,Compact Disc-Recordable (CD-R),1 disc,Digital collections handled by CA-R staff,,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05",,,"SFJAZZ Collective, 2006",,24th Annual San Francisco Jazz Festival (2006),,,2006,,"This concert is from the 2006 San Francisco Jazz Festival, featuring the SFJAZZ Collective with Bobby Hutcherson (vibraphone/marimba), Renee Rosnes (piano), Matt Penman (bass), Nicholas Payton (trumpet), Eric Harland (drums), Miguel Zenon (alto sax, flute), Andre Hayward (trombone), and Gil Goldstein (Arranger, Hancock compositions / Arrangement Consultant, original compositions)","This concert features the SFJAZZ Collective with Bobby Hutcherson (vibraphone/marimba), Renee Rosnes (piano), Matt Penman (bass), Nicholas Payton (trumpet), Eric Harland (drums), Miguel Zenon (alto sax, flute), Andre Hayward (trombone), and Gil Goldstein (Arranger, Hancock compositions / Arrangement Consultant, original compositions).",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Hutcherson, Bobby",,,,,,,,,,,,,,,,,,,,,,,,,Original,,,Good,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474908,15b1d60d-39b9-42f0-a503-ed021c8b30e1,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474909,SFJZ0767,SFJZ0767,,,Sound,Sound,Sound,Compact Disc-Recordable (CD-R),1 disc,Digital collections handled by CA-R staff,,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05",,,"SFJAZZ Collective, 2009",,2009 San Francisco Jazz Festival (Spring Season),,,2009-03-22,,"This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features the SFJAZZ Collective with Joe Lovano, Miguel Zenon, Dave Douglas, Robin Eubanks, Renee Rosnes, Matt Penman, and Eric Harland. The event took place at the Palace of Fine Arts Theater in San Francisco, CA.","This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features the SFJAZZ Collective with Joe Lovano, Miguel Zenon, Dave Douglas, Robin Eubanks, Renee Rosnes, Matt Penman, and Eric Harland.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Lovano, Joe;Eubanks, Robin;Zenón, Miguel, 1976-;Harland, Eric.",,,,,,,,,,,,,,,,,,,,,,,,,Original,,Disc 1 written on CD-R,Excellent,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474909,2ffc586b-b1a5-4306-83b9-ec399f02bea9,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474910,SFJZ0769;SFJZ0770;SFJZ0771,"#1:: SFJZ0769; SFJZ0770; SFJZ0771
#2:: SFJZ0769; SFJZ0770; SFJZ0771
#3:: SFJZ0769; SFJZ0770; SFJZ0771",,,Sound,Sound,"#1:: Sound
#2:: Sound
#3:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)
#3:: Compact Disc-Recordable (CD-R)","#1:: 3 disc
#2:: 3 disc
#3:: 3 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff
#3:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending) SFJZ0769 as (Talk) Part 1, SFJZ0770 as (Concert) Part 2, SFJZ0771 as (Concert) Part 3",,Bill Frisell's Disfarmer Project & Pre-Concert Talk (2009),,2009 San Francisco Jazz Festival (Spring Season),,,2009-04-03,,"This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features Bill Frisell, Greg Leisz, Jenny Scheinman, and Viktor Krauss. The event took place at the Palace of Fine Arts Theater in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features Bill Frisell, Greg Leisz, Jenny Scheinman, and Viktor Krauss, at the Palace of Fine Arts Theater in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,"Frisell, Bill",,,"Frisell, Bill;Leisz, Greg.",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original
#3:: Original",,"#1:: Bill Frisell Disfarmer Project written on CD-Rs
#2:: Bill Frisell Disfarmer Project written on CD-Rs
#3:: Bill Frisell Disfarmer Project written on CD-Rs",Good,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474910,85d69e69-2196-4c27-93b1-0e54aaf0983f,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474911,SFJZ0772;SFJZ0773,"#1:: SFJZ0772; SFJZ0773
#2:: SFJZ0772; SFJZ0773",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending) SFJZ0772 as Part 1, SFJZ0773 as Part 2.",,Tinariwen (2009),,2009 San Francisco Jazz Festival (Spring Season),,,2009-04-16,,"This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features Grammy award-winning Tuareg musicians, Tinariwen. The event took place at the Palace of Fine Arts Theater in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features Grammy award-winning Tuareg musicians, Tinariwen, at the Palace of Fine Arts Theater in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,Tinariwen (Musical Group),,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Good,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474911,51548842-216c-4d53-87d7-2f1208facc1a,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474912,SFJZ0776;SFJZ0777,"#1:: SFJZ0776; SFJZ0777
#2:: SFJZ0776; SFJZ0777",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending) SFJZ0776 as Part 1, SFJZ0777 as Part 2.",,Hugh Masekela (2009),,2009 San Francisco Jazz Festival (Spring Season),,,2009-04-24,,"This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features Hugh Masekela, Morris Goldberg, Rachid Lanie, Fana Zulu, Ian Herman, Francis Fuster as part of the ""Global Village"" series. The event took place at the Palace of Fine Arts Theater in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features Hugh Masekela, Morris Goldberg, Rachid Lanie, Fana Zulu, Ian Herman, Francis Fuster as part of the ""Global Village"" series. The event took place at the Palace of Fine Arts Theater in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Masekela, Hugh, 1939-2018",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474912,71079609-c858-4981-88a9-7f77919c3f52,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474913,SFJZ0778;SFJZ0779,"#1:: SFJZ0778; SFJZ0779
#2:: SFJZ0778; SFJZ0779",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05","CDs should be digitized in numerical order (acsending) SFJZ0778 as Part 1, SFJZ0779 as Part 2.",,McCoy Tyner Trio with Special Guest Bobby Hutcherson,,2009 San Francisco Jazz Festival (Spring Season),,,2009-04-26,,"This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features McCoy Tyner Trio with Special Guest Bobby Hutcherson as part of the ""Pianism"" series. The event took place at the Palace of Fine Arts Theater in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features McCoy Tyner Trio with Special Guest Bobby Hutcherson as part of the ""Pianism"" series. The event took place at the Palace of Fine Arts Theater in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Hutcherson, Bobby;McCoy Tyner Trio.",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Excellent,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474913,cf478660-bf55-4fdb-bd8d-a9d9109347fb,,,,
SFJAZZ Archive,casfjazz,DG,2022/2023,Physical Received,,,,https://californiarevealed.org/node/474914,SFJZ0781;SFJZ0782,"#1:: SFJZ0781; SFJZ0782
#2:: SFJZ0781; SFJZ0782",,,Sound,Sound,"#1:: Sound
#2:: Sound","#1:: Compact Disc-Recordable (CD-R)
#2:: Compact Disc-Recordable (CD-R)","#1:: 2 disc
#2:: 2 disc","#1:: Digital collections handled by CA-R staff
#2:: Digital collections handled by CA-R staff",,"Optical disc(s) transfered from AV stream to DG stream per clarification of CA-R Dirctor, PV. - MKL 2023-01-05",,,Russell Malone Quartet / Kenny Burrell Quartet (2009),,2009 San Francisco Jazz Festival (Spring Season),,,2009-05-23,,"This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features a double bill of Russell Malone Quartet and Kenny Burrell Quartet, as part of the ""Guitar Gods"" series. The event took place at the Herbst Theatre in San Francisco, CA. This recording is found nowhere else and has never been available to the public.","This live event took place as part of the 2009 San Francisco Jazz Festival's Spring Season series. It features a double bill of Russell Malone Quartet and Kenny Burrell Quartet, as part of the ""Guitar Gods"" series. The event took place at the Herbst Theatre in San Francisco, CA.",,,Jazz;Live sound recordings,San Francisco (Calif.),,eng,US,"Copyright status unknown. This work may be protected by the U.S. Copyright Law (Title 17, U.S.C.). In addition, its reproduction may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. This work is accessible for purposes of education and research. Transmission or reproduction of works protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. Works not in the public domain cannot be commercially exploited without permission of the copyright owner. Responsibility for any use rests exclusively with the user. SFJAZZ attempted to find rights owners without success but is eager to hear from them so that we may obtain permission, if needed. Upon request to digital@sfjazz.org, digitized works can be removed from public view if there are rights issues that need to be resolved.",,,SFJAZZ (Organization),,,,,,,"Malone, Russell;Burrell, Kenny.",,,,,,,,,,,,,,,,,,,,,,,,,"#1:: Original
#2:: Original",,,Fair,"No signs of deterioration, has been kept in jewel case",,,,,,,,,,,,,,,,,,,Not Reported,Not Reported,,,,,,,,,,California Revealed,,Not Reported,Not Reported,Not Reported,Not Reported,http://www.sfjazz.org,,"201 Franklin St
San Francisco, CA 94102
United States",LSTA,474914,a425309a-f826-4399-9d95-720a4178a127,,,,
